Bank,Year,STATE_SHARE,LOANS,ASSETS,DEPOSITS_ASSETS,PROFIT_BT_ASSETS,COST_TO_INCOME,EQUITY_ASSETS,LLOSS_RES_ON_GLOANS
526,2010,0.00,9 837.35,30 685.80,0.37,0.82,96.46,0.32,14.54
526,2011,0.00,26 861.98,50 438.78,0.48,1.02,93.39,0.19,4.47
527,2005,0.00,50 467.09,101 453.77,0.77,2.03,62.22,0.13,2.11
527,2006,0.00,124 414.21,184 403.04,0.65,1.60,71.94,0.09,1.24
527,2007,0.00,109 228.84,184 226.23,0.37,3.89,57.38,0.35,4.24
527,2008,0.00,270 057.97,313 410.82,0.23,2.47,95.26,0.18,3.62
527,2010,0.00,81 413.43,102 849.56,0.46,3.98,84.02,0.50,19.25
528,2006,0.00,61 522.42,68 512.10,0.41,1.15,56.22,0.11,5.39
528,2007,0.00,64 699.34,102 463.96,0.81,0.93,71.89,0.08,6.33
528,2008,0.00,79 155.12,101 521.12,0.87,0.51,98.69,0.07,5.91
528,2009,0.00,57 171.31,81 249.27,0.73,0.49,98.57,0.08,8.05
528,2010,0.00,18 490.56,76 441.40,0.77,1.14,94.27,0.09,16.23
528,2011,0.00,27 841.69,40 971.55,0.63,1.09,97.89,0.16,3.95
529,2005,0.00,1 022.15,2 120.70,0.57,2.63,78.68,0.22,3.13
529,2006,0.00,29 187.99,49 889.90,0.34,0.29,82.37,0.24,0.50
529,2007,0.00,125 753.19,168 347.24,0.50,2.59,36.72,0.23,1.60
529,2008,0.00,97 272.30,124 952.46,0.31,0.82,98.84,0.25,3.67
529,2010,0.00,41 895.50,66 303.85,0.11,2.33,87.38,0.38,12.61
530,2006,0.00,231 046.93,305 783.96,0.15,3.32,57.46,0.15,3.23
531,2005,100.00,37 864.29,45 305.83,0.65,2.85,70.15,0.09,1.60
531,2006,100.00,75 415.69,81 551.17,0.44,2.25,61.83,0.07,2.18
531,2007,100.00,90 290.88,107 931.98,0.40,2.14,65.15,0.07,3.50
531,2008,100.00,40 281.21,56 173.16,0.42,1.20,94.89,0.11,6.24
531,2011,100.00,12 970.45,20 913.74,0.17,2.37,87.08,0.29,1.33
532,2007,0.00,40 504.52,195 581.02,0.49,8.08,67.66,0.33,11.46
532,2008,0.00,11 580.95,112 148.20,0.51,-4.02,107.46,0.41,47.54
532,2011,0.00,698.25,10 600.20,0.15,-3.64,107.62,0.57,5.43
533,2005,0.00,1 092 334.31,1 737 967.31,0.46,2.65,78.03,0.08,3.16
533,2006,0.00,2 012 724.97,2 838 939.93,0.41,2.60,74.15,0.09,2.54
533,2007,0.00,3 224 447.23,4 623 061.74,0.40,2.83,68.66,0.12,2.78
533,2008,0.00,3 240 644.75,4 814 445.83,0.41,3.07,91.87,0.11,4.43
533,2009,0.00,2 901 507.25,4 975 708.11,0.38,1.43,98.16,0.11,9.47
533,2010,0.00,3 410 486.17,5 495 799.23,0.32,0.95,90.93,0.10,9.21
533,2011,0.00,3 767 334.48,5 686 151.62,0.30,1.55,88.24,0.10,9.33
534,2006,0.00,1 788 755.48,2 454 557.51,0.82,3.01,43.93,0.17,4.11
534,2007,0.00,2 744 498.08,3 516 609.43,0.82,0.86,41.49,0.15,5.84
534,2008,0.00,270 833.63,2 186 740.21,0.45,6.79,90.61,0.27,26.63
534,2009,98.94,1 566 309.56,2 351 710.74,0.37,2.63,96.50,0.25,4.54
534,2010,99.16,2 466 855.13,3 641 738.36,0.64,1.59,89.08,0.21,2.69
534,2011,99.99,3 431 545.99,5 302 253.89,0.65,1.51,80.83,0.15,2.42
535,2005,0.00,586 438.69,737 511.02,0.53,1.70,51.03,0.18,1.44
535,2006,0.00,884 704.62,1 165 676.05,0.50,1.07,66.75,0.13,1.33
535,2007,0.00,1 301 709.45,1 786 855.00,0.42,1.12,52.72,0.15,2.09
535,2008,0.00,1 347 317.91,1 552 946.30,0.48,0.98,96.73,0.18,3.02
535,2009,0.00,1 374 305.77,1 791 385.98,0.53,0.74,98.31,0.16,8.26
535,2010,0.00,1 608 043.21,2 004 236.54,0.43,0.62,95.87,0.14,7.55
535,2011,26.93,1 836 687.64,2 454 682.41,0.45,0.52,95.61,0.11,7.35
536,2005,0.00,47 144.86,70 029.64,0.71,2.46,30.46,0.23,9.65
536,2006,0.00,124 644.51,181 163.98,0.63,1.53,63.59,0.11,5.87
536,2007,0.00,407 796.80,574 751.89,0.50,1.04,81.71,0.13,1.96
